category,title,url,timestamp,article
Singapore,Jail for man who instigated girlfriend to take intimate photos of her mother and threatened to post nudes,https://www.channelnewsasia.com/singapore/man-instigate-girlfriend-take-nudes-mother-threaten-jail-2926866,1662617220,"SINGAPORE: In a case the defence called ""bizarre and weird"", a man instigated his girlfriend to take private photos of her mother for his sexual gratification. He also threatened to beat his girlfriend or kill himself if she did not come up with other ways to ""satisfy his sexual desires"". The 25-year-old man, who cannot be named to protect the identities of his now former girlfriend and her mother, was sentenced to 20 weeks' jail on Thursday (Sep 8). He pleaded guilty to one count of instigating his ex-girlfriend to commit the offence of voyeurism on her mother, and a second count of threatening to distribute intimate images and recordings of his ex-girlfriend. Another two charges were considered in sentencing. The court heard that the offender was in a romantic relationship with the victim, a 23-year-old woman, since 2018. On multiple occasions, the offender recorded videos of himself having sex with the victim. ""These recordings were made with her consent,"" said the prosecutor. About five times a week, the offender demanded that his then-girlfriend send him nudes of herself. If she refused, he would threaten to kill himself, beat her or post the nude photos or videos he already had of her online. As a result of his threats, the woman complied with his requests. In early 2020, the offender told his girlfriend that the intimate images and recordings ""no longer sufficed to satisfy his sexual desires"", the court heard. Fearing that the offender would beat her or post her nudes online, the girlfriend suggested that he imagine himself having sex with her mother instead. The offender agreed, but said it ""would not suffice"" to just imagine and demanded that she take photos of her mother in the nude, court documents stated. The girlfriend then surreptitiously took a photo of her mother's bare chest when she exited the shower at home, and sent the photo to the offender. Later that year, the offender posed as his girlfriend and sent nude photos of her to a stranger on a messaging service. When the girlfriend asked to end the relationship, the offender would refuse and repeated his threats to beat her and post the nudes online. In February last year, the offender told his girlfriend that he ""needed to satisfy his sexual desires"" and demanded that she think of ways to do so. When she replied that she could not, the offender threatened her again. On another occasion, he repeated his demand and told her to contact strangers for sex. This time, he threatened to upload the photo of his girlfriend's mother and use it as his display picture on social media platforms. The victim was afraid and downloaded the mobile application Tinder where she contacted strangers and asked for sex, before sending the conversations to the offender as he demanded. She finally reported the matter to the police on Mar 14, 2021. When the offender learnt of this, he deleted all the messages and intimate footage and photos he had of his girlfriend. Deputy Public Prosecutor Bryont Chin asked for 18 to 21 weeks' jail, citing the severity and frequency of the threats and the fact that the offender was in an intimate relationship with the victim. ""The accused threatened to post the images and recordings on widely used platforms like Instagram and Reddit,"" said Mr Chin. ""When posting, it would have been immortalised on the Internet and further propagated."" He slammed the offender's ""depravity"", saying he committed the offences ""for his own perverted sexual gratification"". Defence lawyer S S Dhillon said his client pleaded guilty at the first opportunity. ""From the outset, (I) highlight that this is a bizarre and weird relationship between the first victim and the accused,"" he said. ""On multiple occasions when they engaged in sex, the accused recorded videos showing the victim having sex with him. The recordings were made with her consent. Such is the extent of their relationship. It's not a one-sided affair, but both parties were doing this with consent,"" he said. He said that it was the victim who suggested the offender imagine having sex with her mother. District Judge Paul Chan interjected and said he did not consider this mitigatory. ""If you consider the circumstances in which the first victim made this suggestion - she did so because she feared the accused would beat her or post her images. It's not mitigatory that it was the first victim who made this suggestion - she was coerced into making this suggestion,"" he said. Mr Dhillon repeated that this was ""a bizarre and weird relationship"" and said it was also the victim's suggestion for her to have sex with strangers. He said his client was not ""a mastermind of the whole enterprise"". He said his client is a first-time offender and has a medical record for anxiety attacks and depression, but was unable to obtain the Institute of Mental Health report as he cannot afford it. Mr Dhillon said his client has since broken off the relationship with the victim and has ""never disturbed her"". ""He realises that he is wrong. He is remorseful and has never reoffended all this time,"" he said. Judge Chan told the offender that his offences ""are depraved and have no place in our society"". ""I note that while the accused did not perform the act of taking the photographs himself, his culpability was quite high indeed,"" said the judge. He added that the offence occurred in a context where the offender very frequently threatened to kill himself, beat the victim or post her nudes online. Hence, the girlfriend was ""compelled to think of an alternative"", he said. ""The first victim merely suggested that the accused imagine himself having sex with the second victim. The accused took this further and demanded that the first victim take photos of the second victim,"" said Judge Chan. ""He knew she could do this as the second victim would not have her guard up against the first victim, who was her own daughter."" He disagreed with the defence's argument that the offender was not the mastermind."
Singapore,"Safe-distancing ambassador stole Lego sets while deployed at mall, gets jail",https://www.channelnewsasia.com/singapore/safe-distancing-ambassador-steal-lego-vivo-city-jail-2926651,1662607107,"SINGAPORE: A man who was deployed to a mall as a safe-distancing ambassador during the COVID-19 pandemic stole from shops instead, selling Lego sets he filched from Toys ""R"" Us. The court heard that he was a serial thief with convictions dating back to 2007. Muhammad Israfael Abdullah was given 20 weeks' jail on Thursday (Sep 8). The 34-year-old pleaded guilty to two counts of theft, with two other charges taken into consideration. The court heard that Israfael was deployed to VivoCity in HarbourFront as a safe-distancing ambassador. While on duty on Jun 13 this year, he went to Toys ""R"" Us three times and stole three Lego sets worth about S$540 by placing them in a tote bag. He immediately put up advertisements online and sold the Lego sets to an unknown buyer at the vehicle drop-off point at VivoCity that same day. He received S$100 for the sale and went back to the mall to steal a backrest worth about S$110 from the Self-Fix store. Israfael's acts were captured on closed-circuit television cameras. A manager of Toys ""R"" Us lodged an electronic police report that afternoon and Israfael was arrested. The S$100 cash was seized from him, as well as the backrest. The Lego sets have not been recovered and no restitution has been made, said the prosecutor. Israfael's charges taken into consideration show that he had stolen from the shops at VivoCity on other occasions: He took Lego sets and a pocket fishing game worth about S$168 in total on Jun 4 this year, and five Lego sets worth about S$390 on Jun 11 this year. The prosecutor asked for 20 weeks' jail. He listed Israfael's previous convictions: He was sentenced to probation in 2007 for theft, and breached his probation a month later. For his breach, he was fined but instead served four days' jail in default. In 2009, he was convicted of theft and having unlawful carnal connection with a minor, for which he received seven weeks' jail. In 2017, he was jailed two weeks for theft. In 2019, he was given four weeks' jail for theft. His latest conviction was in August last year, when he received six weeks' jail for theft. The prosecutor said the theft in the present case was premeditated and that Israfael was deployed to perform his duties as a safe-distancing ambassador but instead stole from the shops. ""Immediately after stealing the Lego sets, the accused sold them for profit,"" said the prosecutor. The judge told Israfael that he read his mitigation plea and will not be considering a community-based sentence given that he has ""so many past offences"". Asked if he had anything else to say, Israfael said: ""Whatever it is, I am prepared to take the 20 weeks."" The judge told him: ""I hope at some point you will stop stealing. If you continue to do so, you can expect heavier sentences."" He allowed Israfael to defer his jail term to October to settle some matters, and asked Israfael to stay in court for a while after his case to speak to a court counsellor. For theft, he could have been jailed up to seven years and fined."
World,Suspect in Canada stabbing spree dies soon after arrest ,https://www.channelnewsasia.com/world/canada-mass-stabbing-saskatchewan-suspect-arrested-myles-sanderson-manhunt-2926431,1662592920,"SASKATOON, Saskatchewan: The suspect sought by Canadian authorities in a weekend stabbing spree that killed 10 people in and around an indigenous reserve was arrested on Wednesday (Sep 7), but suffered unspecified ""medical distress"" and died a short time later at a hospital, police said. Official word that the four-day manhunt for Myles Sanderson, 30, ended with his death came during a late-night news conference hours after the Royal Canadian Mounted Police (RCMP) reported he had been taken into custody. The RCMP said the arrest took place near the town of Rosthern, Saskatchewan, about 100km southwest of the area where one of the bloodiest acts of mass violence in the country's history unfolded on Sunday. Canada's Global News agency, citing multiple law enforcement sources, later reported that Sanderson had surrendered to police and was taken away alive in an ambulance after a highway pursuit in which police rammed his vehicle off the road. Global News said he died shortly afterward of unspecified injuries that authorities believe were self-inflicted."
Asia,Malaysian businessman escapes house arrest: What we know so far about the 'Fat Leonard’ scandal,https://www.channelnewsasia.com/asia/malaysian-leornard-francis-escape-ankle-bracelet-san-diego-2925131,1662544507,"WASHINGTON: United States law enforcement agencies are on the lookout for Malaysian businessman Leonard Glenn Francis, who is reportedly on the run after he escaped house arrest in San Diego, California last Sunday (Sep 4). Francis, who is widely known as “Fat Leonard”, was due to be sentenced in three weeks, after he pleaded guilty in a corruption case involving the US Navy. He was found missing from his San Diego residence when police were sent to check on him after discovering that there was a problem with his electronic ankle bracelet. The Malaysian national ran a military contracting company out of Singapore. He was accused of giving bribes to Navy officers to influence them to steer official work toward his shipyards, which American prosecutors said had been overcharging the Navy. US media reported that Francis was arrested in 2013 following a federal sting operation in a San Diego hotel, after he was suspected of running a vast corruption scheme which involved some naval officers treated to food, drink and paid sex. He was said to have used his influence with senior commanders to secure lucrative military contracts often involving the Indo-Pacific based 7th Fleet - the largest of the Navy's forward deployed fleets. He pleaded guilty in 2015 to offering about US$500,000 in bribes to Navy officers. In return, the officers made sure that US naval vessels, including aircraft carriers, were diverted towards Francis’ Singapore-based company, Glenn Defense Marine Asia, for servicing. In the process, the Navy was overcharged by an estimated US$35 million. This was later dubbed the “Fat Leonard” scandal by the US media. According to The Washington Post, the scandal was perhaps the worst national-security breach of its kind to hit the US Navy since the end of the Cold War."
Singapore,Interpol red notice issued against ex-Wirecard Asia vice president who fled Singapore,https://www.channelnewsasia.com/singapore/wirecard-interpol-red-notice-edo-kurniawan-2924871,1662538920,"SINGAPORE: An Interpol red notice was issued on Aug 22 against a former vice president at Wirecard Asia Holding, after he left Singapore before investigations into alleged embezzlement offences began. Edo Kurniawan was vice president of controlling and finance at the firm - a Singapore subsidiary of German payment and financial services provider Wirecard AG - when he allegedly conspired with three former colleagues and Henry Yeo Chiew Hai to misappropriate funds from Wirecard Asia among other offences. The three former employees are James Aga Wardhana, Chai Ai Lim and See Lee Wee. All three and Yeo, a director of Singapore firm Jacobson Fareast Marketing Services, were charged in court on Aug 17. A warrant of arrest was issued against Edo then, and on Wednesday (Sep 7) the Singapore Police Force added in a press release that an Interpol red notice was also issued against him on Aug 22. Interpol red notices are issued for fugitives wanted either for prosecution or to serve a sentence. It is a request to law enforcement agencies worldwide to locate and provisionally arrest a person - pending extradition, surrender or similar legal action. Red notices are published by Interpol at the request of member countries, of which Singapore is one."
Singapore,Phoon Chiu Yoke seeks court's green light to leave Singapore after being charged again for not wearing mask,https://www.channelnewsasia.com/singapore/phoon-chiu-yoke-badge-lady-leave-singapore-charge-not-wearing-mask-china-2924911,1662537180,"SINGAPORE: Hours after being charged with new offences of failing to wear a mask, a woman returned to court to seek the green light to leave the country. Phoon Chiu Yoke, 55, said she had already planned to go to China via Hong Kong before she was informed about the latest charges. Phoon received two charges on Wednesday (Sep 7) morning for failing to wear a mask on Orchard Road a few weeks before outdoor mask rules were relaxed. She was also given a third charge of failing to turn up for an investigation by the Singapore Tourism Board (STB) for failing to wear a mask. On Wednesday afternoon, Phoon returned to court for an application to leave jurisdiction. The police prosecutor opened by saying that STB had updated that Phoon faces a fourth pending charge that has yet to be tendered. On the application to leave Singapore, the prosecutor has asked for the case to be fixed on Monday for them to consider it as they do not yet have the details. The judge told Phoon that the documents she had tendered for her application to leave the country were incomplete. Phoon intends to leave Singapore for China via Hong Kong on Sep 13. However, the judge said she provided only her itinerary for travel within China and not one for Hong Kong nor any ticket from Singapore to Hong Kong or China. Phoon explained that she intended to travel by land from Hong Kong to Shenzhen. The judge said she did not have any tickets for her travel from Singapore to Hong Kong, and questioned Phoon on whether she would be able to travel to China without relevant approvals. Phoon said she had checked with the authorities and claimed that she can enter China for 14 days without a visa nor quarantine. ""Are you able to show me all the relevant documentation that you are able to travel to China without 14 days' quarantine?"" asked the judge. ""I can enter for 14 days and return on the 15th day without a visa,"" Phoon answered. ""Even if you are a tourist? Because I understand they have a closed-door policy,"" said the judge. ""When I bought the tickets, I checked both the Ministry of Foreign Affairs website as well as the airline website requirements,"" answered Phoon. She explained that she received the summons to court only on Sep 2, but had made her travel plans two weeks ago. Travellers to China must undergo a seven-day centralised quarantine, followed by three days of home monitoring for most cities, said the country's National Health Commission on Jun 27. Singaporeans are advised to check with the local authorities on the quarantine and other policies that they must adhere to, Singapore's Ministry of Foreign Affairs said on its website. The judge asked Phoon to submit the remaining required documentation and adjourned the case to Monday, when the request will be considered."
Singapore,"Woman jailed for breaching COVID-19 quarantine to shop, collect 4D winnings and get vaccinated",https://www.channelnewsasia.com/singapore/woman-jailed-breach-covid-19-quarantine-collect-4d-winnings-2924671,1662526680,"SINGAPORE: Despite knowing that she was quarantined as she was a close contact of a COVID-19 case, a woman repeatedly breached quarantine by going out to window shop, collect lottery winnings and get vaccinated. Ang Siew Wah, 60, repeatedly shouted at Certis Cisco call agents and demanded to know who would support her and that she needed to eat. Ang was jailed for nine weeks on Wednesday (Sep 7). She pleaded guilty to one count under the Infectious Diseases Act of exposing others to the risk of infection, with another four charges taken into consideration. The court heard that a Certis Cisco call agent got in touch with Ang on behalf of the Ministry of Health (MOH) on the morning of Jul 23 last year to speak to her about her quarantine order. In the call, Ang confirmed that she had received a notification from MOH the day before that she was under quarantine from Jul 22 to Jul 29, 2021, as she was a contact of a COVID-19 patient. Ang asked the agent about an upcoming COVID-19 vaccination appointment. Ang was told she had to reschedule it as she was not allowed to go out. Ang retorted: ""Then don't need to buy medicine lah, don't need to eat lah, that means cannot go out cannot eat lah."" The agent told Ang that she had to stay in a hotel for her quarantine, but Ang shouted at her: ""You are kidding me, I don't like to stay hotel, I want to stay at home."" Two agents called Ang multiple times because they either could not hear her properly or because Ang claimed she was working and had ""no time"" for them. When told she could not work as she was under quarantine, Ang said: ""I need money to eat. Who wants to support me?"" She repeated such remarks over multiple calls, and the agent eventually told Ang that if she wanted to quarantine herself at home instead of in a hotel, then her husband would also not be allowed to leave the house. Ang shouted: ""Hello! You are nonsense ah. If my husband cannot go out, how do we eat? Call MOH, call government to talk to me ok?"" A different agent called Ang that same morning and repeated the information to her, to which Ang replied in a similar fashion. She then claimed that she was working, and when the agent told her she had to inform her employer that she was under quarantine, Ang repeated her argument about needing to ""survive"". After the phone calls, Ang went out for about seven-and-a-half hours on the same day. From about 10.20am to about 5.45pm on Jul 23, 2021, she went to Kovan MRT station and Heartland Mall to eat, window shop and collect her 4D winnings. Court documents did not indicate how much these were. She returned by bus in the evening and was not working as she had claimed. She continued to head out over the next few days despite knowing she was under quarantine. On Jul 24, 2021, she took a bus to Ang Mo Kio on separate occasions to buy lunch and dinner. The following day, she again travelled by bus, this time to Teck Ghee Community Centre for her COVID-19 vaccination, even though she had been told not to do so. She also made bus trips to buy food on Jul 28 and Jul 29, 2021, and did not return to her workplace throughout her quarantine period. The prosecution asked for nine to 10 weeks' jail for Ang, calling her a ""recalcitrant offender who clearly did not intend to comply with the quarantine order"". She shouted at the call agents and lied to them that she was at work, said the prosecutor. ""In fact, she was out for frivolous purposes, to window shop and to collect 4D winnings,"" she added. The prosecutor said it was ""purely fortuitous"" that Ang tested negative for COVID-19 on Jul 28, 2021. Ang has a previous conviction in 2005 for theft, for which she served 10 weeks in jail. In mitigation, she told the judge via a Mandarin interpreter that she did not know the law. ""I'm pleading for leniency. Please give me a lighter sentence,"" she said. In response, the prosecutor said that ignorance of the law is not a defence, adding that Ang had repeatedly acknowledged during the phone calls that she knew she was under quarantine. The judge said Ang had no intention of complying with the order from the outset. After being informed that she had to stay at home, she promptly left home and continued to do so on four of the remaining six days of her quarantine period, said the judge. ""Such wilful non-compliance with measures to contain the spread of the virus warrant a sufficiently stiff sentence that will deter others from ... such conduct that affects public health and safety,"" she said."
Singapore,"Phoon Chiu Yoke, jailed last year for breaking COVID-19 laws, gets new charges for not wearing a mask",https://www.channelnewsasia.com/singapore/phoon-chiu-yoke-badge-lady-new-charges-not-wearing-mask-court-2924386,1662515280,"SINGAPORE: A woman who was jailed last year for breaking multiple COVID-19 regulations was brought back to court on Wednesday (Sep 7) for fresh charges of failing to wear a mask when required. Phoon Chiu Yoke, 55, received three new charges on Wednesday. Two are for breaching COVID-19 regulations by failing to wear a mask when it was required and one charge is under the Infectious Diseases Act for not complying with an officer during investigations. She is accused of failing to wear a mask over her nose and mouth along Mandarin Gallery in Orchard Road at about 3pm on Mar 6. A second similar charge states that she did not wear a mask outside Victoria's Secret in Orchard Road about half an hour later that same day. Phoon is also charged with failing to attend an investigation for not wearing a mask. She was supposed to be at the Singapore Tourism Board (STB) on Mar 31 this year. STB said in March this year that investigations were ongoing after influencer Xiaxue, or Wendy Cheng, posted an Instagram Story in March of Phoon walking along Orchard Road without a mask on. On Wednesday, Phoon turned up unrepresented. The prosecution said that they are ready with the case and intend to proceed on a mask charge and the charge of failing to attend the investigation, with the other mask charge taken into consideration for sentencing. Phoon asked if he could explain what taken into consideration means and told the judge she would ""probably be self-represented"". She also said she intended to ""plea with mitigation factors"". Phoon will return to court for a pre-trial conference in October. Phoon hit the news last year when a video of her not wearing a mask at Marina Bay Sands went viral. She was filmed removing her mask outside the State Courts and received another charge for this. She was sentenced to 16 weeks' jail in September last year. On Mar 29, wearing a mask outdoors in Singapore was made optional. That was extended to indoor areas - except on public transport and in healthcare facilities - on Aug 29. If convicted of failing to wear a mask when required, Phoon could be jailed for up to a year, fined up to S$20,000 or both as a repeat offender. The penalties are the same for a repeat offence of not complying with an officer during investigations under the Infectious Diseases Act."
Singapore,"2 public entertainment outlets on Middle Road suspected of providing hostessing services, 31 people arrested",https://www.channelnewsasia.com/singapore/31-arrested-public-entertainment-outlets-middle-road-hostessing-service-police-2923036,1662458522,"SINGAPORE: Two public entertainment outlets along Middle Road were found to have allegedly provided hostessing services during an enforcement operation on Saturday (Sep 3), resulting in 31 people arrested. Twenty-nine women were suspected of providing hostessing services, and they were arrested for working without a valid work permit, said police in a news release on Tuesday. They were aged between 20 and 33. Two men, 31 and 35, were arrested for offences related to the employment of foreign manpower. “The two outlets, which allegedly provided hostessing services within their premises, were found to have contravened the Public Entertainment Act 1958,” said the police. The two outlets were not named in the news release. Anyone who provides or assists in providing any public entertainment in contravention of the Act can be fined up to S$10,000. Those found employing a foreign employee without a valid work pass face a fine of between S$5,000 and S$30,000, a jail term of up to 12 months, or both. The offence of being in employment without a valid work pass carries a jail term of up to two years, a fine of up to S$20,000, or both. “The police will continue to carry out regular enforcement checks on public entertainment and nightlife establishments to suppress illicit activities,” police said in the news release."
World,"Mother of two, first responder among those killed in Canada stabbings",https://www.channelnewsasia.com/world/victims-canada-stabbing-mother-two-first-responder-2921916,1662447540,"JAMES SMITH CREE NATION, Saskatchewan: A mother of two, a 77-year-old widower and a first responder were the initial victims identified in a stabbing spree in Canada that killed 10 people and wounded at least 18 others. Canadian police said on Monday (Sep 5) they found one of the suspects in the mass stabbing spree dead while the other suspect, his brother, remained at large. Police are still trying to determine a motive for Sunday's attacks, mostly in a sparsely populated indigenous community, that shocked a country where mass violence is rare. The incidents took place in the James Smith Cree Nation and village of Weldon in the province of Saskatchewan, police said. Hours before the stabbings, Lana Head, a mother of two daughters, posted on Facebook that she had ""so many good memories to cherish"". Head's friends and family were shocked by her death and paid tributes on social media. ""Not the way I wanted her to leave this world,"" said Melodie Whitecap, Head's childhood friend who had planned to visit her before the stabbing. Head's former partner also spoke to local media and implied the stabbings might have been related to drugs and alcohol. ""It's sick how jail time, drugs and alcohol can destroy many lives,"" Michael Brett Burns, Head's former partner, told the Aboriginal Peoples Television Network. A statement by indigenous leaders also indicated the attacks might have been drug-related. Ivor Burns and Darryl Burns from the James Smith Cree Nation told Reuters their sister, Gloria, was among the dead. They blamed drugs and alcohol as well. ""We have 10 people dead, including my sister. She was butchered ... with her friend and a 14-year-old boy, all three of them,"" Ivor Burns said in an interview."
